State,Caste,Religion,Groom_Age,Bride_Age,Groom_Education_Yrs,Bride_Education_Yrs,Groom_Income_Monthly,Bride_Income_Monthly,Occupation,Marriage_Type,Area,Family_Type,Dowry_Amount_INR
Tamil Nadu,General,Christian,35,19,19,10,41196,70716,Business,Love,Rural,Joint,259219
Haryana,SC,Muslim,32,23,15,17,69389,38498,Farmer,Love,Rural,Joint,260472
Kerala,OBC,Christian,27,27,20,14,85316,77709,Business,Arranged,Rural,Joint,1497129
Tamil Nadu,SC,Muslim,24,19,18,18,135095,48183,Unemployed,Love,Urban,Joint,354894
Maharashtra,ST,Hindu,33,27,16,16,73205,1866,Farmer,Arranged,Rural,Nuclear,399300
Rajasthan,General,Christian,25,19,17,8,101566,49335,Business,Arranged,Rural,Joint,1823117
Rajasthan,SC,Hindu,31,29,18,16,68149,73825,Private Job,Love,Urban,Nuclear,134102
Tamil Nadu,SC,Sikh,21,27,18,17,109930,1751,Farmer,Arranged,Urban,Joint,833375
Karnataka,OBC,Hindu,32,28,14,18,29706,67036,Business,Arranged,Rural,Joint,454211
Tamil Nadu,OBC,Muslim,30,23,13,16,12537,31434,Govt Job,Arranged,Rural,Nuclear,220910
Gujarat,General,Hindu,25,19,15,12,10104,29833,Unemployed,Arranged,Rural,Joint,47676
Tamil Nadu,OBC,Hindu,31,28,14,17,116053,61753,Unemployed,Arranged,Urban,Joint,755543
Uttar Pradesh,ST,Hindu,30,30,20,8,65106,68812,Farmer,Love,Rural,Nuclear,139417
Punjab,SC,Hindu,33,29,16,14,115722,29177,Govt Job,Arranged,Rural,Nuclear,1741078
Rajasthan,SC,Sikh,26,28,20,15,53465,5958,Farmer,Love,Rural,Joint,206083
Karnataka,SC,Sikh,26,21,19,20,55041,45484,Private Job,Love,Urban,Joint,204990
Bihar,General,Sikh,35,27,12,13,37512,27522,Business,Arranged,Urban,Nuclear,599307
Uttar Pradesh,ST,Sikh,34,21,20,8,46333,8665,Business,Arranged,Rural,Nuclear,466610
Punjab,SC,Christian,30,22,13,11,105151,143,Farmer,Arranged,Rural,Joint,980651
Tamil Nadu,OBC,Sikh,26,30,12,8,51795,15336,Govt Job,Love,Urban,Nuclear,382490
Uttar Pradesh,ST,Hindu,23,23,10,12,71529,36802,Govt Job,Love,Urban,Nuclear,331903
Haryana,OBC,Muslim,27,22,10,8,113172,77929,Unemployed,Love,Urban,Nuclear,317079
Haryana,OBC,Sikh,31,28,19,8,112389,44601,Govt Job,Arranged,Urban,Nuclear,2197293
Maharashtra,OBC,Sikh,31,21,16,20,49490,21199,Farmer,Arranged,Urban,Joint,527315
Haryana,OBC,Hindu,33,18,12,18,58043,19321,Private Job,Love,Rural,Nuclear,336985
Uttar Pradesh,OBC,Christian,32,23,13,16,131503,61555,Govt Job,Love,Urban,Nuclear,866874
Maharashtra,SC,Christian,21,30,14,13,141190,64290,Govt Job,Love,Urban,Joint,725935
Maharashtra,ST,Sikh,30,22,14,10,78600,5590,Business,Love,Urban,Joint,349987
Maharashtra,SC,Sikh,23,29,19,16,105352,4287,Farmer,Arranged,Rural,Nuclear,776364
Maharashtra,SC,Muslim,30,19,20,20,145793,66487,Private Job,Arranged,Rural,Joint,1266595
Bihar,SC,Christian,34,24,19,19,43356,57110,Private Job,Arranged,Rural,Nuclear,358416
Bihar,OBC,Christian,33,30,12,13,34817,52411,Farmer,Love,Rural,Nuclear,126991
Rajasthan,SC,Sikh,27,23,17,18,92012,54492,Farmer,Arranged,Urban,Nuclear,758830
Bihar,SC,Muslim,35,20,12,8,37772,19353,Govt Job,Love,Rural,Joint,233908
Kerala,OBC,Christian,32,26,19,11,22048,61344,Govt Job,Love,Rural,Nuclear,215295
Uttar Pradesh,OBC,Sikh,26,30,18,8,36557,44504,Farmer,Love,Rural,Joint,210039
Rajasthan,ST,Muslim,33,20,20,9,120720,49741,Unemployed,Arranged,Rural,Nuclear,508074
Uttar Pradesh,OBC,Muslim,26,23,14,20,135521,44417,Business,Arranged,Urban,Nuclear,1972047
Bihar,General,Hindu,25,23,12,16,37423,52431,Business,Arranged,Rural,Nuclear,616935
Punjab,SC,Sikh,28,18,19,8,41685,11838,Govt Job,Arranged,Rural,Nuclear,653988
Bihar,ST,Sikh,28,18,13,18,122806,4138,Govt Job,Love,Urban,Joint,509278
Uttar Pradesh,General,Sikh,33,28,17,19,144135,24941,Govt Job,Arranged,Rural,Nuclear,2815482
Kerala,SC,Muslim,27,20,20,14,10728,16502,Private Job,Love,Rural,Nuclear,73528
Maharashtra,General,Muslim,29,19,19,20,135049,39001,Unemployed,Arranged,Urban,Nuclear,1012471
Maharashtra,General,Hindu,26,27,10,19,114996,12969,Unemployed,Arranged,Rural,Nuclear,1001588
Haryana,General,Christian,35,18,13,15,99689,31586,Private Job,Love,Rural,Joint,571758
Bihar,SC,Christian,29,29,12,16,73919,58042,Unemployed,Love,Rural,Joint,90085
Karnataka,OBC,Sikh,26,19,11,12,89460,1101,Business,Arranged,Urban,Nuclear,1337183
Kerala,General,Hindu,29,23,12,9,140021,65965,Private Job,Arranged,Urban,Joint,2223910
Rajasthan,OBC,Christian,35,28,10,11,128986,72830,Govt Job,Love,Rural,Joint,882513
Punjab,OBC,Muslim,27,18,20,9,80987,11489,Business,Love,Rural,Joint,587312
Maharashtra,ST,Sikh,22,19,19,14,39600,9989,Govt Job,Arranged,Rural,Joint,415187
Punjab,SC,Sikh,23,22,10,11,54651,70531,Private Job,Arranged,Rural,Joint,512577
Maharashtra,SC,Sikh,33,26,17,10,76025,31602,Private Job,Arranged,Urban,Joint,650002
Uttar Pradesh,General,Christian,34,20,20,16,15560,13572,Business,Love,Rural,Nuclear,71327
Rajasthan,General,Christian,28,28,14,13,37198,6559,Govt Job,Love,Urban,Nuclear,338900
Karnataka,OBC,Sikh,32,29,18,10,41831,7165,Unemployed,Arranged,Rural,Nuclear,268731
Kerala,SC,Sikh,23,22,17,19,49496,3146,Private Job,Arranged,Rural,Nuclear,463584
Rajasthan,ST,Christian,21,20,16,9,42215,41683,Unemployed,Love,Rural,Joint,54851
Uttar Pradesh,ST,Christian,28,21,18,18,84815,20229,Private Job,Arranged,Urban,Joint,614351
Uttar Pradesh,General,Muslim,26,21,20,17,105033,49600,Business,Arranged,Rural,Nuclear,1746871
Kerala,General,Hindu,32,26,14,18,117914,9948,Private Job,Love,Urban,Joint,694672
Bihar,SC,Sikh,27,30,10,14,15781,13463,Govt Job,Arranged,Urban,Nuclear,213392
Uttar Pradesh,ST,Christian,30,19,10,19,25497,50840,Govt Job,Arranged,Urban,Nuclear,279966
Bihar,ST,Muslim,31,24,17,19,124266,33575,Business,Love,Rural,Joint,426981
Haryana,ST,Sikh,33,18,20,9,46612,2247,Govt Job,Arranged,Rural,Joint,563759
Kerala,ST,Christian,22,22,20,20,134485,491,Farmer,Arranged,Rural,Nuclear,1028309
Kerala,ST,Christian,34,25,17,17,87499,51445,Unemployed,Arranged,Rural,Joint,368590
Karnataka,OBC,Christian,31,26,10,16,20323,72601,Business,Love,Rural,Joint,45874
Rajasthan,SC,Sikh,23,29,19,20,110388,26465,Govt Job,Love,Rural,Joint,527056
Punjab,SC,Sikh,30,18,15,15,129631,4687,Private Job,Arranged,Urban,Nuclear,1311563
Uttar Pradesh,ST,Sikh,24,29,17,9,84745,49818,Unemployed,Arranged,Rural,Nuclear,371474
Rajasthan,ST,Sikh,34,23,16,11,69577,17293,Private Job,Love,Rural,Joint,268583
Haryana,ST,Christian,30,27,15,11,144682,5136,Business,Arranged,Urban,Nuclear,1622810
Haryana,ST,Muslim,34,23,19,11,60690,4716,Unemployed,Arranged,Urban,Nuclear,297880
Uttar Pradesh,SC,Sikh,28,25,12,8,33961,18541,Govt Job,Arranged,Rural,Nuclear,432051
Punjab,General,Christian,28,18,13,20,78357,63420,Govt Job,Arranged,Rural,Nuclear,1783427
Rajasthan,ST,Sikh,32,18,18,15,77609,54553,Business,Love,Urban,Nuclear,281571
Gujarat,General,Christian,30,18,19,8,33198,8946,Farmer,Arranged,Rural,Joint,373983
Uttar Pradesh,ST,Sikh,25,25,16,15,56384,13464,Business,Arranged,Urban,Joint,529230
Gujarat,OBC,Muslim,29,20,16,16,10299,21647,Unemployed,Arranged,Rural,Joint,26611
Rajasthan,General,Sikh,33,18,19,15,104638,76242,Farmer,Arranged,Rural,Joint,1250231
Tamil Nadu,OBC,Hindu,23,23,20,11,25741,49162,Private Job,Arranged,Urban,Nuclear,359787
Punjab,OBC,Sikh,26,20,13,16,76053,73369,Farmer,Arranged,Urban,Joint,898071
Uttar Pradesh,SC,Hindu,31,24,20,20,40592,21509,Unemployed,Love,Rural,Joint,102893
Maharashtra,General,Sikh,33,24,11,19,72654,5236,Farmer,Arranged,Urban,Nuclear,884558
Tamil Nadu,ST,Hindu,34,25,14,12,13375,36562,Farmer,Love,Rural,Nuclear,13643
Rajasthan,SC,Hindu,33,29,12,13,108754,20371,Farmer,Arranged,Rural,Joint,843172
Gujarat,ST,Sikh,27,18,10,12,133115,13578,Unemployed,Love,Urban,Joint,224262
Haryana,OBC,Christian,29,22,13,10,13102,58475,Unemployed,Love,Urban,Joint,46390
Rajasthan,SC,Hindu,30,29,17,8,55850,10154,Private Job,Love,Rural,Joint,151239
Tamil Nadu,SC,Sikh,33,28,12,20,42902,11453,Unemployed,Arranged,Urban,Nuclear,220025
Rajasthan,SC,Sikh,21,25,19,15,103558,46296,Govt Job,Arranged,Rural,Joint,1345264
Gujarat,General,Hindu,29,25,18,16,89546,66162,Business,Arranged,Rural,Nuclear,1585884
Uttar Pradesh,OBC,Sikh,30,21,20,8,131588,48122,Business,Love,Rural,Nuclear,800646
Karnataka,OBC,Christian,22,27,19,9,132447,66103,Business,Love,Urban,Joint,865255
Kerala,ST,Christian,35,25,14,15,84133,31631,Business,Arranged,Urban,Joint,880364
Bihar,ST,Hindu,26,25,19,18,86679,44053,Business,Love,Urban,Nuclear,359127
Haryana,SC,Hindu,27,26,15,14,53772,7069,Private Job,Arranged,Rural,Joint,557641
Uttar Pradesh,SC,Muslim,30,30,20,12,35887,55618,Private Job,Arranged,Urban,Nuclear,414529
Karnataka,ST,Muslim,31,30,11,8,43587,69527,Private Job,Arranged,Urban,Nuclear,264694
Maharashtra,OBC,Christian,29,25,10,9,18908,25229,Farmer,Arranged,Rural,Nuclear,145203
Tamil Nadu,General,Muslim,27,27,10,15,100437,50845,Govt Job,Arranged,Rural,Nuclear,1928551
Haryana,SC,Hindu,26,19,20,14,114931,60279,Farmer,Arranged,Urban,Joint,948871
Gujarat,ST,Hindu,24,19,18,13,27947,28202,Govt Job,Arranged,Rural,Nuclear,267155
Rajasthan,SC,Muslim,25,26,18,14,34507,24193,Govt Job,Love,Urban,Joint,138029
Tamil Nadu,OBC,Muslim,28,23,18,8,33669,42793,Private Job,Arranged,Rural,Nuclear,377878
Karnataka,SC,Hindu,29,20,14,17,125472,79342,Govt Job,Arranged,Urban,Joint,1616855
Uttar Pradesh,General,Hindu,33,22,13,8,43318,65039,Govt Job,Arranged,Urban,Joint,938509
Gujarat,SC,Hindu,30,23,16,14,23355,9028,Govt Job,Love,Rural,Nuclear,166631
Uttar Pradesh,ST,Sikh,24,22,12,18,19897,60501,Private Job,Arranged,Urban,Nuclear,110433
Gujarat,ST,Hindu,29,26,19,10,51807,11530,Govt Job,Arranged,Urban,Nuclear,499052
Uttar Pradesh,OBC,Sikh,33,30,15,18,24503,53871,Farmer,Love,Rural,Nuclear,121627
Maharashtra,ST,Muslim,35,30,11,17,87299,9080,Business,Love,Urban,Nuclear,251756
Gujarat,SC,Sikh,27,29,10,9,79491,52274,Private Job,Love,Rural,Nuclear,361842
Karnataka,ST,Christian,31,29,14,18,40457,266,Govt Job,Arranged,Urban,Joint,483770
Tamil Nadu,General,Christian,21,22,15,10,88442,50810,Business,Arranged,Urban,Joint,1471211
Maharashtra,OBC,Sikh,32,25,16,14,125515,7223,Unemployed,Love,Urban,Nuclear,245702
Haryana,ST,Hindu,22,28,16,17,19079,13351,Unemployed,Love,Urban,Joint,106156
Maharashtra,OBC,Muslim,30,25,11,18,85516,65173,Farmer,Love,Rural,Joint,332916
Maharashtra,SC,Muslim,31,28,14,9,37373,42333,Private Job,Love,Rural,Joint,188959
Tamil Nadu,ST,Christian,21,28,18,9,121206,16366,Govt Job,Arranged,Rural,Nuclear,1192941
Tamil Nadu,General,Christian,34,28,18,9,74998,69902,Farmer,Love,Rural,Joint,321021
Karnataka,OBC,Christian,32,20,19,9,108715,42408,Unemployed,Arranged,Urban,Joint,717781
Haryana,General,Sikh,31,23,14,13,21223,62664,Farmer,Love,Urban,Joint,121537
Maharashtra,General,Muslim,25,19,20,20,140704,32027,Farmer,Arranged,Urban,Joint,1623733
Haryana,SC,Sikh,26,22,12,12,26943,48027,Govt Job,Love,Rural,Joint,196033
Kerala,General,Sikh,35,25,19,9,22424,68443,Business,Arranged,Urban,Joint,401377
Gujarat,ST,Muslim,28,25,18,15,136876,77640,Unemployed,Arranged,Urban,Nuclear,567760
Haryana,ST,Hindu,27,23,11,18,11505,2674,Business,Love,Urban,Nuclear,56268
Karnataka,SC,Sikh,29,20,18,19,84870,16174,Govt Job,Love,Urban,Nuclear,458558
Punjab,SC,Muslim,31,19,15,9,88760,34706,Private Job,Love,Urban,Nuclear,397721
Bihar,SC,Muslim,24,27,10,20,69414,79266,Farmer,Love,Rural,Nuclear,156174
Punjab,General,Sikh,27,30,13,15,91440,73790,Unemployed,Arranged,Urban,Nuclear,779172
Karnataka,General,Muslim,21,23,12,19,108628,19,Farmer,Arranged,Rural,Joint,1334831
Rajasthan,General,Sikh,23,29,14,10,136195,60049,Business,Arranged,Rural,Joint,2318311
Karnataka,SC,Sikh,26,18,19,13,13169,73409,Business,Love,Urban,Joint,20782
Rajasthan,ST,Christian,26,29,13,17,48482,18655,Farmer,Arranged,Rural,Nuclear,382994
Bihar,General,Sikh,27,22,12,17,130779,27423,Farmer,Arranged,Urban,Joint,1535898
Maharashtra,OBC,Christian,26,18,18,16,54507,22995,Farmer,Love,Urban,Joint,274812
Haryana,SC,Sikh,33,22,10,11,109713,5799,Business,Arranged,Urban,Nuclear,1458170
Haryana,General,Sikh,23,25,10,9,81470,73322,Business,Love,Urban,Nuclear,763922
Uttar Pradesh,ST,Sikh,29,29,14,13,76395,54412,Farmer,Arranged,Urban,Joint,569055
Gujarat,General,Christian,22,26,16,18,35219,2144,Private Job,Love,Urban,Nuclear,170690
Gujarat,SC,Sikh,26,23,19,20,122562,17120,Private Job,Love,Urban,Joint,465289
Tamil Nadu,OBC,Hindu,24,18,17,18,45001,50344,Govt Job,Arranged,Urban,Nuclear,774785
Tamil Nadu,General,Christian,29,29,18,18,47818,71177,Govt Job,Arranged,Urban,Joint,1000882
Kerala,SC,Sikh,21,25,13,11,139689,35141,Farmer,Love,Rural,Joint,464691
Rajasthan,SC,Muslim,33,23,15,8,43132,2146,Unemployed,Love,Urban,Joint,122291
Gujarat,General,Sikh,33,26,10,16,71518,54518,Unemployed,Arranged,Rural,Nuclear,610761
Punjab,General,Muslim,26,27,11,11,78282,21637,Business,Arranged,Urban,Joint,1499621
Maharashtra,ST,Hindu,30,21,18,17,144541,43546,Private Job,Love,Urban,Nuclear,345551
Rajasthan,General,Christian,22,27,11,8,29911,43515,Private Job,Love,Rural,Joint,53575
Rajasthan,ST,Hindu,23,28,15,20,57830,29388,Private Job,Love,Rural,Nuclear,148453
Tamil Nadu,ST,Muslim,21,26,12,16,116872,79684,Govt Job,Love,Urban,Nuclear,526739
Maharashtra,SC,Muslim,29,29,13,19,36870,29510,Private Job,Love,Urban,Joint,200475
Gujarat,ST,Hindu,33,27,20,20,51283,64043,Farmer,Arranged,Rural,Joint,326787
Karnataka,SC,Christian,32,22,10,13,31275,14154,Private Job,Arranged,Rural,Nuclear,347268
Kerala,OBC,Sikh,27,25,17,12,132085,10057,Govt Job,Arranged,Urban,Nuclear,2546277
Gujarat,OBC,Muslim,29,30,12,20,17832,19909,Private Job,Love,Rural,Nuclear,-6708
Kerala,ST,Christian,33,20,18,13,80914,70898,Farmer,Love,Rural,Joint,241906
Karnataka,ST,Hindu,29,19,10,15,14702,71977,Business,Arranged,Rural,Nuclear,152991
Haryana,General,Sikh,25,20,13,12,14767,56920,Private Job,Love,Urban,Joint,90511
Haryana,OBC,Sikh,33,18,16,11,99568,19156,Unemployed,Arranged,Rural,Joint,685206
Haryana,SC,Sikh,26,30,15,9,89147,21592,Private Job,Love,Rural,Joint,359263
Karnataka,General,Sikh,24,27,18,10,96333,39255,Business,Arranged,Urban,Nuclear,1562804
Maharashtra,ST,Muslim,29,29,15,13,88280,55373,Business,Arranged,Rural,Nuclear,836831
Bihar,ST,Hindu,26,18,20,12,97698,33462,Business,Arranged,Urban,Joint,907381
Uttar Pradesh,SC,Sikh,24,25,11,19,135924,38945,Farmer,Arranged,Urban,Joint,992824
Punjab,SC,Hindu,31,19,13,14,13533,73535,Govt Job,Love,Rural,Joint,57128
Rajasthan,SC,Christian,29,18,12,11,39305,73527,Private Job,Love,Rural,Joint,80676
Bihar,OBC,Christian,24,18,19,16,56130,17515,Farmer,Arranged,Urban,Nuclear,552553
Bihar,ST,Christian,34,23,12,10,19368,38131,Business,Arranged,Rural,Joint,224005
Rajasthan,SC,Hindu,22,18,11,13,91407,36846,Farmer,Love,Rural,Joint,230419
Karnataka,General,Hindu,31,28,20,19,71513,56869,Business,Love,Urban,Nuclear,508630
Tamil Nadu,General,Hindu,25,22,13,20,89354,35800,Private Job,Love,Rural,Nuclear,438127
Haryana,ST,Hindu,35,30,14,19,99260,29287,Unemployed,Arranged,Urban,Nuclear,460626
Uttar Pradesh,General,Sikh,33,30,17,17,145481,65522,Farmer,Love,Rural,Nuclear,675499
Uttar Pradesh,General,Muslim,27,28,18,11,122645,1418,Business,Love,Urban,Nuclear,777318
Haryana,SC,Sikh,27,28,10,18,26215,24019,Business,Arranged,Urban,Joint,319928
Kerala,OBC,Christian,30,29,17,16,77655,37624,Private Job,Arranged,Urban,Joint,965152
Tamil Nadu,General,Christian,25,19,16,16,120941,10156,Business,Love,Rural,Joint,915797
Uttar Pradesh,SC,Hindu,30,24,16,18,96586,26877,Farmer,Love,Urban,Nuclear,297316
Haryana,SC,Sikh,26,19,20,12,89925,41577,Farmer,Love,Urban,Joint,295218
Uttar Pradesh,ST,Sikh,24,24,12,9,108417,65624,Unemployed,Love,Urban,Joint,192839
Gujarat,SC,Christian,21,24,14,12,148089,74730,Govt Job,Love,Urban,Joint,749637
Karnataka,OBC,Hindu,26,26,12,17,107550,73195,Unemployed,Love,Urban,Joint,272883
Gujarat,General,Hindu,29,28,15,11,54209,19558,Business,Love,Urban,Joint,397161
Punjab,SC,Christian,27,19,14,9,56318,4326,Govt Job,Arranged,Urban,Joint,899540
Maharashtra,General,Muslim,29,30,15,12,92164,22284,Farmer,Arranged,Rural,Nuclear,1051793
Punjab,General,Muslim,32,21,13,14,107258,24260,Govt Job,Love,Urban,Joint,975143
Uttar Pradesh,SC,Hindu,33,29,18,19,70992,7745,Private Job,Arranged,Urban,Nuclear,589679
Maharashtra,ST,Christian,26,24,12,18,46459,63425,Business,Arranged,Rural,Nuclear,307680
Kerala,ST,Hindu,25,20,13,20,109283,75088,Govt Job,Arranged,Rural,Nuclear,1301206
Bihar,ST,Sikh,22,19,12,9,83336,45126,Govt Job,Arranged,Rural,Nuclear,943371
Kerala,ST,Christian,24,23,19,19,67371,3175,Unemployed,Love,Rural,Joint,218068
Karnataka,General,Sikh,28,30,20,8,116221,43022,Govt Job,Arranged,Urban,Joint,2253857
Gujarat,General,Muslim,33,23,18,15,126594,19003,Private Job,Love,Urban,Nuclear,687116
Haryana,ST,Muslim,32,29,16,11,94433,25775,Farmer,Love,Urban,Nuclear,301127
Tamil Nadu,OBC,Hindu,25,29,13,11,11534,19262,Private Job,Love,Rural,Joint,204693
Kerala,OBC,Muslim,26,25,20,12,85603,53749,Business,Arranged,Urban,Joint,1524926
Tamil Nadu,ST,Sikh,35,24,11,16,102763,75140,Business,Love,Urban,Nuclear,367661
Uttar Pradesh,ST,Christian,34,23,11,16,121705,1457,Unemployed,Arranged,Rural,Joint,463383
Bihar,ST,Muslim,28,24,16,19,120428,9114,Govt Job,Arranged,Urban,Nuclear,1184171
Gujarat,OBC,Muslim,28,19,15,13,67058,38520,Unemployed,Arranged,Urban,Joint,452755
Uttar Pradesh,SC,Muslim,26,25,16,11,92606,54051,Business,Arranged,Urban,Nuclear,985478
Gujarat,General,Hindu,28,24,11,8,26950,14529,Private Job,Arranged,Urban,Nuclear,279237
Uttar Pradesh,SC,Sikh,24,23,11,15,139771,35874,Business,Arranged,Urban,Nuclear,1512140
Punjab,ST,Christian,23,20,18,15,62145,38252,Private Job,Arranged,Urban,Joint,467940
Punjab,SC,Hindu,21,22,13,18,51473,44685,Business,Love,Rural,Joint,357369
Uttar Pradesh,SC,Sikh,33,24,15,17,112363,52350,Business,Arranged,Urban,Joint,1285693
Tamil Nadu,General,Hindu,35,27,14,17,48617,42330,Private Job,Love,Rural,Joint,252409
Bihar,SC,Sikh,31,28,15,11,92837,6857,Unemployed,Love,Urban,Joint,263384
Rajasthan,ST,Hindu,23,25,17,8,19284,56247,Govt Job,Arranged,Urban,Nuclear,206350
Gujarat,SC,Christian,32,20,10,18,39229,44531,Business,Love,Rural,Joint,130327
Punjab,General,Sikh,26,22,15,10,133285,44616,Unemployed,Love,Rural,Joint,575175
Uttar Pradesh,SC,Hindu,29,30,11,20,23370,68604,Business,Love,Urban,Nuclear,130240
Punjab,ST,Hindu,26,18,11,9,108542,583,Govt Job,Arranged,Urban,Joint,1315766
Bihar,SC,Muslim,27,30,14,16,11893,16943,Business,Love,Urban,Joint,43050
Haryana,OBC,Hindu,27,29,17,10,22491,50048,Govt Job,Arranged,Rural,Joint,401540
Uttar Pradesh,ST,Christian,34,23,11,18,30930,46405,Unemployed,Arranged,Urban,Nuclear,60766
Gujarat,General,Sikh,23,27,20,14,40432,48351,Business,Love,Urban,Joint,319629
Haryana,ST,Muslim,23,18,13,18,69000,14978,Business,Arranged,Rural,Nuclear,848950
Maharashtra,OBC,Christian,27,26,14,11,146382,65186,Business,Arranged,Rural,Nuclear,2023334
Maharashtra,OBC,Christian,22,25,11,9,87006,25629,Govt Job,Love,Urban,Joint,602388
Rajasthan,OBC,Muslim,29,20,13,9,39838,53347,Business,Arranged,Rural,Nuclear,537151
Gujarat,SC,Hindu,30,23,20,14,118454,10917,Business,Arranged,Urban,Joint,1284560
Gujarat,General,Sikh,26,25,11,8,75203,25702,Farmer,Arranged,Rural,Nuclear,850255
Bihar,ST,Muslim,25,18,20,9,139025,33868,Unemployed,Arranged,Rural,Nuclear,540705
Bihar,SC,Muslim,33,25,18,17,102125,24833,Unemployed,Love,Rural,Nuclear,210761
Karnataka,ST,Sikh,26,29,10,18,58759,73483,Govt Job,Arranged,Rural,Nuclear,575421
Haryana,OBC,Christian,24,21,13,15,30105,66837,Business,Arranged,Rural,Joint,530124
Karnataka,OBC,Hindu,27,25,17,11,10404,40747,Unemployed,Arranged,Urban,Joint,66154
Tamil Nadu,OBC,Sikh,23,19,20,13,134447,54007,Unemployed,Arranged,Urban,Nuclear,875402
Kerala,General,Hindu,22,30,18,14,130091,20804,Govt Job,Love,Rural,Nuclear,1172273
Maharashtra,General,Christian,35,27,11,16,91162,6481,Govt Job,Love,Rural,Joint,682225
Maharashtra,OBC,Sikh,30,19,15,17,53972,69709,Farmer,Arranged,Rural,Joint,572092
Karnataka,OBC,Sikh,30,30,17,10,77471,3405,Business,Love,Urban,Joint,468179
Tamil Nadu,ST,Sikh,35,18,14,18,115158,64703,Private Job,Arranged,Urban,Nuclear,757228
Maharashtra,OBC,Sikh,27,20,18,13,18901,65618,Govt Job,Love,Rural,Joint,129713
Gujarat,General,Sikh,21,23,17,16,131722,66863,Farmer,Love,Rural,Nuclear,654028
Gujarat,General,Hindu,25,21,12,12,24473,34518,Unemployed,Love,Rural,Joint,-7114
Bihar,General,Hindu,34,19,19,12,53162,29860,Farmer,Arranged,Rural,Nuclear,649163
Punjab,SC,Hindu,26,25,10,19,128079,17766,Private Job,Arranged,Urban,Joint,1273274
Karnataka,ST,Sikh,31,25,18,12,56453,8530,Unemployed,Arranged,Urban,Joint,265632
Maharashtra,General,Muslim,28,27,18,13,107570,3957,Govt Job,Love,Rural,Joint,800883
Rajasthan,SC,Christian,26,18,15,10,97650,73097,Farmer,Love,Rural,Nuclear,208564
Punjab,ST,Hindu,32,30,13,8,97377,4546,Private Job,Love,Rural,Joint,245809
Karnataka,OBC,Christian,28,30,17,10,55680,20950,Govt Job,Love,Rural,Joint,369892
Rajasthan,SC,Hindu,25,27,11,17,52972,53730,Private Job,Arranged,Rural,Joint,463248
Karnataka,ST,Hindu,22,21,19,19,72583,36014,Govt Job,Love,Urban,Nuclear,259632
Tamil Nadu,OBC,Sikh,24,24,10,8,40601,25643,Govt Job,Arranged,Rural,Joint,701846
Tamil Nadu,SC,Muslim,21,28,17,12,23641,28006,Farmer,Love,Rural,Nuclear,-10734
Kerala,ST,Hindu,30,30,18,8,105764,18699,Business,Love,Urban,Nuclear,458673
Karnataka,General,Hindu,35,25,17,16,100741,50150,Business,Love,Urban,Nuclear,620458
Rajasthan,SC,Hindu,23,19,13,13,89797,31984,Private Job,Love,Urban,Joint,272717
Punjab,OBC,Muslim,29,26,15,18,140304,61151,Farmer,Arranged,Urban,Joint,1669181
Kerala,OBC,Sikh,27,22,16,13,17262,42950,Unemployed,Arranged,Urban,Joint,93694
Kerala,SC,Hindu,30,22,20,20,32332,77196,Govt Job,Love,Rural,Nuclear,178644
Haryana,ST,Hindu,25,21,11,8,116123,69456,Unemployed,Love,Rural,Joint,284418
Bihar,OBC,Sikh,22,25,20,14,13031,63133,Private Job,Arranged,Urban,Nuclear,114496
Kerala,ST,Muslim,24,30,18,12,130126,58665,Govt Job,Arranged,Urban,Nuclear,1681372
Karnataka,SC,Muslim,22,29,15,15,43025,67537,Farmer,Arranged,Rural,Nuclear,272655
Uttar Pradesh,OBC,Hindu,21,19,19,18,25684,50075,Business,Love,Rural,Joint,173402
Rajasthan,ST,Sikh,30,18,12,20,102453,58550,Private Job,Arranged,Urban,Joint,789249
